page_id,position_name,company_name,position_url,tag_eng,tag_kor
261847,AI Software Engineer,시나몬,https://www.wanted.co.kr/wd/261847,기타,기타
261357,[그루비 SaaS 솔루션] AI 엔지니어 (NLP),플래티어,https://www.wanted.co.kr/wd/261357,AI Engineer,AI 엔지니어
271415,[CHAI CRE.W] 온라인 제휴 마케터 (신입),차이커뮤니케이션,https://www.wanted.co.kr/wd/271415,기타,기타
266281,[ESTsoft] AI Growth Product Manager (경력),이스트소프트(ESTsoft),https://www.wanted.co.kr/wd/266281,기타,기타
265995,마케터,하이(Haii),https://www.wanted.co.kr/wd/265995,기타,기타
262161,AI Research Engineer (Document AI),업스테이지,https://www.wanted.co.kr/wd/262161,AI Researcher,AI 연구원
270339,AI 엔지니어 (CV 엔지니어),에이블제이,https://www.wanted.co.kr/wd/270339,AI Engineer,AI 엔지니어
263463,[이미지/비디오 생성형 AI] Research Engineer (전문연구요원),이너버즈,https://www.wanted.co.kr/wd/263463,AI Researcher,AI 연구원
226146,[AI연구팀]NLP 딥러닝 엔지니어,텔레픽스,https://www.wanted.co.kr/wd/226146,Deep Learning Engineer,딥러닝 엔지니어
272635,[ATI]AI Software Engineer,앤서스랩코리아,https://www.wanted.co.kr/wd/272635,AI Engineer,AI 엔지니어
256104,AI Engineer (5~10년차),리얼드로우,https://www.wanted.co.kr/wd/256104,AI Engineer,AI 엔지니어
263436,[ESTsoft] AI 검색엔진 Product Owner,이스트소프트(ESTsoft),https://www.wanted.co.kr/wd/263436,기타,기타
264236,Android Application Engineer (AI Navigation),포티투닷(42dot),https://www.wanted.co.kr/wd/264236,기타,기타
261815,Account Executive (Sales),슈퍼브에이아이(Superb AI),https://www.wanted.co.kr/wd/261815,기타,기타
250480,AIDT 콘텐츠 엔지니어,엘리스,https://www.wanted.co.kr/wd/250480,기타,기타
263627,AI 프로젝트 기술PM,심플랫폼,https://www.wanted.co.kr/wd/263627,기타,기타
265221,[아이디어스/텀블벅/텐바이텐] 총무 담당 (Genaral Affairs) (계약직),백패커,https://www.wanted.co.kr/wd/265221,기타,기타
272134,AI Engineer (신입),블루닷,https://www.wanted.co.kr/wd/272134,AI Engineer,AI 엔지니어
266174,마케터,코드크레인(CodeCrain),https://www.wanted.co.kr/wd/266174,기타,기타
261640,AI-DATA 플랫폼 기술전략담당,오케스트로,https://www.wanted.co.kr/wd/261640,기타,기타
265658,생성형 AI Python Fullstack 개발자,콘센트릭스서비스코리아CATALYST,https://www.wanted.co.kr/wd/265658,기타,기타
258850,AI Edge 하드웨어 기반 소프트웨어 엔지니어,비씨엠테크,https://www.wanted.co.kr/wd/258850,기타,기타
266147,Staff Data Analyst (Pricing & Retail),쿠팡,https://www.wanted.co.kr/wd/266147,Data Analyst,데이터 분석가
266176,시각/편집 디자이너,코드크레인(CodeCrain),https://www.wanted.co.kr/wd/266176,기타,기타
270566,LLM Project Manager (1~4Y),올거나이즈코리아(Allganize Korea),https://www.wanted.co.kr/wd/270566,기타,기타
255984,[AI플랫폼팀] Full-stack 개발자(Senior),크라우드웍스,https://www.wanted.co.kr/wd/255984,기타,기타
272966,AI Data 영업본부 기술 영업 지원 담당자,테스트웍스,https://www.wanted.co.kr/wd/272966,기타,기타
272976,AIoT앱/디바이스 기술지원 (신입~5년/중국어 가능자),아카라라이프,https://www.wanted.co.kr/wd/272976,기타,기타
266765,AIDT 운영 매니저,엘리스,https://www.wanted.co.kr/wd/266765,기타,기타
259098,AI Researcher & Engineer (2년 이상),나니아랩스,https://www.wanted.co.kr/wd/259098,AI Researcher,AI 연구원
271090,교육콘텐츠/AI프로덕트 기획자 (신입),위버스마인드,https://www.wanted.co.kr/wd/271090,기타,기타
253137,Gen AI 백엔드 개발자 (4년차 이상),아스타,https://www.wanted.co.kr/wd/253137,기타,기타
260593,Data&AI 분야 클라우드 기술영업 담당자(5년이하),메이븐클라우드서비스,https://www.wanted.co.kr/wd/260593,기타,기타
244545,AI/ML 엔지니어,와탭랩스(WhaTapLabs),https://www.wanted.co.kr/wd/244545,AI Engineer,AI 엔지니어
271509,"NIA 초거대 AI 구축 사업 기획, 수행 담당자",한국딥러닝,https://www.wanted.co.kr/wd/271509,기타,기타
269004,[CHAI CRE.W] 아트디렉터 (5년~11년),차이커뮤니케이션,https://www.wanted.co.kr/wd/269004,기타,기타
259709,[DATA&AI] Data Engineer(Platform),베이글코드(Bagelcode),https://www.wanted.co.kr/wd/259709,Data Engineer,데이터 엔지니어
272724,[ESTsecurity] 알약 xLLM 제품 AI 엔지니어 (전문연구요원),이스트소프트(ESTsoft),https://www.wanted.co.kr/wd/272724,AI Engineer,AI 엔지니어
183049,Senior AI Research Engineer,타이드풀(TIDEPOOL),https://www.wanted.co.kr/wd/183049,AI Engineer,AI 엔지니어
264218,AI-Powered 어플리케이션 설계 도구 개발자,리얼라이즈소프트,https://www.wanted.co.kr/wd/264218,AI Engineer,AI 엔지니어
257947,"AI 콘텐츠 기획, 제작",클레온,https://www.wanted.co.kr/wd/257947,기타,기타
135822,AI 풀스택 엔지니어,트리플렛,https://www.wanted.co.kr/wd/135822,기타,기타
269246,AI Glass 상품 기획 총괄 리더,시어스랩(Seerslab),https://www.wanted.co.kr/wd/269246,기타,기타
271400,K-DigitalTraining 부트캠프 교육 팀장,하이테커,https://www.wanted.co.kr/wd/271400,기타,기타
265184,[병역특례] AI 관련 원천기술 연구 및 소프트웨어 개발자 (전문연구요원),심플랫폼,https://www.wanted.co.kr/wd/265184,AI Researcher,AI 연구원
271091,교육콘텐츠/AI프로덕트 기획자,위버스마인드,https://www.wanted.co.kr/wd/271091,기타,기타
265345,Embedded AI SW Engineer (C++),옵트에이아이,https://www.wanted.co.kr/wd/265345,기타,기타
207873,Backend Engineer (Senior),베슬에이아이(VESSL AI),https://www.wanted.co.kr/wd/207873,기타,기타
104029,스마트팩토리 AI 솔루션 셋업 엔지니어링 및 개발,아하랩스,https://www.wanted.co.kr/wd/104029,기타,기타
268394,[보안AI사업본부] 프론트엔드 개발자,딥노이드(Deepnoid),https://www.wanted.co.kr/wd/268394,기타,기타
236825,Senior Frontend Engineer,슈퍼브에이아이(Superb AI),https://www.wanted.co.kr/wd/236825,기타,기타
261147,백엔드 개발자 (Ruby on Rails),스테이폴리오,https://www.wanted.co.kr/wd/261147,기타,기타
268817,시니어 AI엔지니어,딥아이,https://www.wanted.co.kr/wd/268817,AI Engineer,AI 엔지니어
267904,AI/DX 교육운영 담당자,언더독스,https://www.wanted.co.kr/wd/267904,기타,기타
269263,AI 기반 콘텐츠 플랫폼 BPM (Business Product Manager),머스트핀테크,https://www.wanted.co.kr/wd/269263,기타,기타
269262,AI 기반 콘텐츠 플랫폼 BPO (Product Owner),머스트핀테크,https://www.wanted.co.kr/wd/269262,기타,기타
269260,AI 기반 콘텐츠 플랫폼 TPO (Product Owner),머스트핀테크,https://www.wanted.co.kr/wd/269260,기타,기타
267808,[CHAI CRE.W] 오프라인 프로모션 담당자 (4년~6년),차이커뮤니케이션,https://www.wanted.co.kr/wd/267808,기타,기타
263474,풀스택 개발자,엘오엘,https://www.wanted.co.kr/wd/263474,기타,기타
239073,AI Researcher,아하랩스,https://www.wanted.co.kr/wd/239073,AI Researcher,AI 연구원
259951,"AI 엔지니어 (89년 이후 출생, TIPS)",베베리아,https://www.wanted.co.kr/wd/259951,AI Engineer,AI 엔지니어
267806,[CHAI CRE.W] 소셜 미디어 기획자 (4년 이상),차이커뮤니케이션,https://www.wanted.co.kr/wd/267806,기타,기타
253321,[AI] 그로스 마케터,카티어스,https://www.wanted.co.kr/wd/253321,기타,기타
269047,"[CHAI CRE.W] 퍼포먼스 마케터(DA/APP, 4년 이상)",차이커뮤니케이션,https://www.wanted.co.kr/wd/269047,기타,기타
264276,AI-Powered 어플리케이션 설계 도구 시니어 개발자,리얼라이즈소프트,https://www.wanted.co.kr/wd/264276,기타,기타
269467,Thailand Marketing & Ecommerce Sales Manager,달바글로벌,https://www.wanted.co.kr/wd/269467,기타,기타
252960,AI Model Optimization Engineer (CPU/GPU/NPU),인터엑스,https://www.wanted.co.kr/wd/252960,AI Engineer,AI 엔지니어
253469,Document AI Researcher,애자일소다,https://www.wanted.co.kr/wd/253469,AI Researcher,AI 연구원
255983,[AI플랫폼팀] Full-stack 개발자(Junior),크라우드웍스,https://www.wanted.co.kr/wd/255983,기타,기타
222569,[광고사업부] AI 크리에이티브 디자이너,매드업,https://www.wanted.co.kr/wd/222569,기타,기타
268620,[프로그래머스] AI 개발자(감독솔루션팀),그렙(프로그래머스),https://www.wanted.co.kr/wd/268620,AI Engineer,AI 엔지니어
272136,Platform Engineer - AI플랫폼 구축/운영,기아,https://www.wanted.co.kr/wd/272136,기타,기타
230871,AI 개발자,일만백만,https://www.wanted.co.kr/wd/230871,AI Engineer,AI 엔지니어
219652,AI 최적화 Researcher,에너자이(ENERZAi),https://www.wanted.co.kr/wd/219652,AI Researcher,AI 연구원
269670,"ML engineer/ AI researcher (전문연구요원 - 보충역, 전직자)",알세미,https://www.wanted.co.kr/wd/269670,Machine Learning Engineer,머신러닝 엔지니어
272612,Retail Development Manager,지에프에프지(GFFG),https://www.wanted.co.kr/wd/272612,기타,기타
272520,AI 아티스트 (3년이상),스튜디오프리윌루전,https://www.wanted.co.kr/wd/272520,기타,기타
260755,Sotware Engineer -AI/ML,블루개러지(Blue Garage),https://www.wanted.co.kr/wd/260755,기타,기타
255298,＜PJ_Youkai＞ UI Designer,보이저,https://www.wanted.co.kr/wd/255298,기타,기타
240726,[F&B with AI] 풀스택 개발자,블리츠다이나믹스,https://www.wanted.co.kr/wd/240726,기타,기타
267103,"[CHAI CRE.W] 소셜 미디어 기획자 (팀장급, 10년~12년)",차이커뮤니케이션,https://www.wanted.co.kr/wd/267103,기타,기타
268543,[AI 헬스케어] 바이오 R&D 책임 연구원,바이오컴,https://www.wanted.co.kr/wd/268543,기타,기타
260425,(전문연가능)Clinical research scientist-Fundus AI,뷰노,https://www.wanted.co.kr/wd/260425,기타,기타
236095,[AI연구소] AI연구원 - Computer Vision AI,딥노이드(Deepnoid),https://www.wanted.co.kr/wd/236095,AI Researcher,AI 연구원
271190,AI 엔지니어 시니어,한국딥러닝,https://www.wanted.co.kr/wd/271190,AI Engineer,AI 엔지니어
261991,AI연구소 시니어 연구원,룰루랩(lululab),https://www.wanted.co.kr/wd/261991,AI Researcher,AI 연구원
264931,Sr. Researcher (LLM),에이아이트릭스(AITRICS),https://www.wanted.co.kr/wd/264931,AI Researcher,AI 연구원
261477,"AI Researcher (언어모델, 비전-언어모델, RAG, AI Agent)",인터엑스,https://www.wanted.co.kr/wd/261477,AI Researcher,AI 연구원
261846,AI Research Engineer (LLM Application),시나몬,https://www.wanted.co.kr/wd/261846,AI Researcher,AI 연구원
267559,"Digital Twin, AI 사업 프로젝트 PM",시어스랩(Seerslab),https://www.wanted.co.kr/wd/267559,기타,기타
245214,AI/ML Research Engineer (3년이상),제이앤피메디(JNPMEDI),https://www.wanted.co.kr/wd/245214,AI Researcher,AI 연구원
241300,Senior AI Engineer,누비랩,https://www.wanted.co.kr/wd/241300,AI Engineer,AI 엔지니어
253557,Medical Imaging AI Research Engineer,휴톰,https://www.wanted.co.kr/wd/253557,AI Researcher,AI 연구원
185538,Runtime 소프트웨어 엔지니어 (전문연구요원 가능),에너자이(ENERZAi),https://www.wanted.co.kr/wd/185538,기타,기타
266327,[3-5년] AI관련 백엔드개발자,텍스트웨이,https://www.wanted.co.kr/wd/266327,기타,기타
270375,인공지능(AI) 기업교육 기획 및 운영 담당자,알고리즘랩스,https://www.wanted.co.kr/wd/270375,기타,기타
269179,NPL 채권관리 AI플랫폼 오퍼레이터,채권도시,https://www.wanted.co.kr/wd/269179,기타,기타
238965,AI 시스템 하드웨어 엔지니어,모본,https://www.wanted.co.kr/wd/238965,기타,기타
264673,AI 학습데이터 설계/구축 PM,스피링크,https://www.wanted.co.kr/wd/264673,기타,기타
270283,[웹앱개발] 이미지 생성형 AI 서비스 플랫폼 개발자,세아아이씨티,https://www.wanted.co.kr/wd/270283,기타,기타
222017,AI Researcher,셀렉트스타,https://www.wanted.co.kr/wd/222017,AI Researcher,AI 연구원
245712,AI Engineer - 전문연구요원 가능,이마고웍스,https://www.wanted.co.kr/wd/245712,AI Engineer,AI 엔지니어
248560,[AI반도체] NPU Field Application Engineer,모빌린트,https://www.wanted.co.kr/wd/248560,기타,기타
191681,Test Engineer,에니아이(Aniai),https://www.wanted.co.kr/wd/191681,기타,기타
261836,AI Consultant,슈퍼브에이아이(Superb AI),https://www.wanted.co.kr/wd/261836,기타,기타
