page_id,position_name,company_name,position_url
268660,디지털 콘텐츠 AE (3년 이상),마더브레인(Motherbrain),https://www.wanted.co.kr/wd/268660
262107,Solution Engineering Team Lead,베슬에이아이(VESSL AI),https://www.wanted.co.kr/wd/262107
271481,Senior AI Engineer,마크비전코리아,https://www.wanted.co.kr/wd/271481
272075,Game AI엔지니어,보이저,https://www.wanted.co.kr/wd/272075
268183,AI Engineer (Field Engineer),에이엠스퀘어,https://www.wanted.co.kr/wd/268183
270199,AI 엔지니어,인휴먼즈,https://www.wanted.co.kr/wd/270199
262660,AI분야 사업개발 매니저,한국딥러닝,https://www.wanted.co.kr/wd/262660
269254,AI 기반 글로벌 마케팅 매니저,머스트핀테크,https://www.wanted.co.kr/wd/269254
268007,Medical AI 의료기기 국내 영업,웨이센(waycenInc.),https://www.wanted.co.kr/wd/268007
272824,AI 서비스 PO,씨제이올리브영(CJ올리브영),https://www.wanted.co.kr/wd/272824
258539,[Align] AI 리서치 엔지니어,콕스웨이브,https://www.wanted.co.kr/wd/258539
268847,AI Researcher,인핸스(Enhans),https://www.wanted.co.kr/wd/268847
263522,AI 기반 콘텐츠 플랫폼 PO (Product Owner),머스트핀테크,https://www.wanted.co.kr/wd/263522
270791,[SDx] Backend Developer - 비전 AI 모델 개발,현대오토에버,https://www.wanted.co.kr/wd/270791
266232,AI 개발자(전문연구요원 가능),씨알에스큐브(CRScube),https://www.wanted.co.kr/wd/266232
269320,AI 피부분석 스타트업 PM (프로덕트매니저),룰루랩(lululab),https://www.wanted.co.kr/wd/269320
218907,AI플랫폼 영업 담당자,마키나락스,https://www.wanted.co.kr/wd/218907
246517,빅데이터/AI 법률 플랫폼 서비스 운영 PM,채권도시,https://www.wanted.co.kr/wd/246517
271338,"AI 에이전트 핵심 개발자 - LLM, API, RPA 연동 전문가",싸이버로지텍,https://www.wanted.co.kr/wd/271338
251911,백엔드 개발자 (AI/LLM 서비스),스마트마인드,https://www.wanted.co.kr/wd/251911
268747,AI 소프트웨어 엔지니어(3년~),인포그랩,https://www.wanted.co.kr/wd/268747
254881,R&D / AI Researcher,반프,https://www.wanted.co.kr/wd/254881
234298,[AX] AI/ML 엔지니어,콕스웨이브,https://www.wanted.co.kr/wd/234298
265013,APLUS AI_B2B SaaS Sales Manager (인바운드),버즈니(Buzzni),https://www.wanted.co.kr/wd/265013
262613,비전 AI 솔루션 아키텍트,한국딥러닝,https://www.wanted.co.kr/wd/262613
269842,AI 보안 솔루션 국내/해외 사업개발(BD) 담당자,샌즈랩(SANDSLABInc.),https://www.wanted.co.kr/wd/269842
265675,음성 개발자 (가상 인물 음성 생성),씨앤에이아이,https://www.wanted.co.kr/wd/265675
216503,AI Engineer,샵라이브,https://www.wanted.co.kr/wd/216503
265165,AI 기반 글로벌 마케팅 총괄 매니저,머스트핀테크,https://www.wanted.co.kr/wd/265165
271266,AI 서비스 기획자,크리에이츠,https://www.wanted.co.kr/wd/271266
271854,클라우드-엣지 융합형 AI 자율 인식 드론 개발 CTO(최고기술이사),미러,https://www.wanted.co.kr/wd/271854
272991,APLUS AI_Product Manager (신입~5년),버즈니(Buzzni),https://www.wanted.co.kr/wd/272991
270524,정부과제 AI Consultant,셀렉트스타,https://www.wanted.co.kr/wd/270524
271840,Backend Engineer - Applied AI Engineering,블록체인랩스,https://www.wanted.co.kr/wd/271840
268077,AX(AI Transformation) 전략 컨설팅 담당자(대리~부장급),인터엑스,https://www.wanted.co.kr/wd/268077
268914,Sales Manager (AI Data 영업),알체라,https://www.wanted.co.kr/wd/268914
263252,AI 제품(툴) 마케팅 기획,피엑스디(pxd),https://www.wanted.co.kr/wd/263252
266302,AI 기술 개발,비바이노베이션,https://www.wanted.co.kr/wd/266302
263139,[서비스개발본부] AI Engineer,차봇모빌리티,https://www.wanted.co.kr/wd/263139
187299,Solution Engineer,에이아이트릭스(AITRICS),https://www.wanted.co.kr/wd/187299
214466,AI 기술영업,테스트웍스,https://www.wanted.co.kr/wd/214466
265291,AI Project Manager,슈퍼브에이아이(Superb AI),https://www.wanted.co.kr/wd/265291
230817,AI Engineer (LLM),워프스페이스,https://www.wanted.co.kr/wd/230817
192033,[커머스 AI 스쿼드] AI  백엔드 엔지니어,버즈니(Buzzni),https://www.wanted.co.kr/wd/192033
259705,[DATA&AI] Data Engineer(Back-end),베이글코드(Bagelcode),https://www.wanted.co.kr/wd/259705
271507,"AI 분야 B2B 프로젝트 기획, 수행 담당자",한국딥러닝,https://www.wanted.co.kr/wd/271507
261037,[AI연구팀] Computer Vision AI 엔지니어,텔레픽스,https://www.wanted.co.kr/wd/261037
265863,AI 엔지니어,덴컴,https://www.wanted.co.kr/wd/265863
270767,AI 솔루션 개발 팀장,한국딥러닝,https://www.wanted.co.kr/wd/270767
265533,총무 리더 (팀장),인라이플,https://www.wanted.co.kr/wd/265533
255370,AI 엔지니어 (5년 이상),버티컬바,https://www.wanted.co.kr/wd/255370
268818,시니어 AI엔지니어,딥아이,https://www.wanted.co.kr/wd/268818
268775,AI Engineer,앙트러리얼리티,https://www.wanted.co.kr/wd/268775
271396,Technical AI 프로젝트 매니저,포지큐브(POSICUBE),https://www.wanted.co.kr/wd/271396
271454,AI에듀테크기업 퍼포먼스마케터 (2년 이상),위버스마인드,https://www.wanted.co.kr/wd/271454
272642,[ATI]이미지 생성 AI 전문가,앤서스랩코리아,https://www.wanted.co.kr/wd/272642
268408,프로덕트 전략 매니저,마키나락스,https://www.wanted.co.kr/wd/268408
269642,AI 개발자(LLM Engineer),다이렉트클라우드랩,https://www.wanted.co.kr/wd/269642
231152,AI 엔지니어 (전문연구요원 신규/편입 가능),워트인텔리전스,https://www.wanted.co.kr/wd/231152
269200,AI 기반 사주앱 콘텐츠 기획 및 마케팅 운영,화승엔지니어링,https://www.wanted.co.kr/wd/269200
253428,AI 로보틱스 어플리케이션 소프트웨어 개발자,씨메스(CMES),https://www.wanted.co.kr/wd/253428
270748,[Tech] Machine Learning Engineer - AI 서비스 개발_대화/언어 서비스,현대오토에버,https://www.wanted.co.kr/wd/270748
269003,제품 설치 Project Manager,에이아이트릭스(AITRICS),https://www.wanted.co.kr/wd/269003
272401,AI 서비스 개발 담당,케이알시스,https://www.wanted.co.kr/wd/272401
268193,AI 소프트웨어 개발자,디딤365,https://www.wanted.co.kr/wd/268193
271506,"AI 분야 조달사업 기획, 수행 담당자",한국딥러닝,https://www.wanted.co.kr/wd/271506
271115,AI기획팀 AI 상품 기획자,헥토,https://www.wanted.co.kr/wd/271115
148462,AI Enterprise Manager,업스테이지,https://www.wanted.co.kr/wd/148462
269244,AI Glass 글로벌 사업 총괄 리드,시어스랩(Seerslab),https://www.wanted.co.kr/wd/269244
229283,AI Engineer,아하랩스,https://www.wanted.co.kr/wd/229283
272511,[인턴] 리테일 광고 매니저  (Campaign Manager),펄스애드,https://www.wanted.co.kr/wd/272511
268301,[Monetai] PO (Product Owner),하얀마인드,https://www.wanted.co.kr/wd/268301
268102,Vision AI 및 Graphics 기술 연구 총괄,시어스랩(Seerslab),https://www.wanted.co.kr/wd/268102
264264,영업 플랫폼 시스템 개발자 (iMAP),에이아이에이생명(AIA생명),https://www.wanted.co.kr/wd/264264
216427,Senior Software Engineer(Embedded AI) 전문연구요원,토르드라이브,https://www.wanted.co.kr/wd/216427
262611,AI 엔지니어,한국딥러닝,https://www.wanted.co.kr/wd/262611
268610,AI Backend Engineer,인핸스(Enhans),https://www.wanted.co.kr/wd/268610
267073,AI Enterprise Planning,업스테이지,https://www.wanted.co.kr/wd/267073
271648,AI ML Specialist,비상교육,https://www.wanted.co.kr/wd/271648
270825,[EnIT] Backend Developer - 생성형 AI 서비스 기획/개발,현대오토에버,https://www.wanted.co.kr/wd/270825
270750,[Tech] Machine Learning Engineer - MLOps / AI 검색 엔지니어,현대오토에버,https://www.wanted.co.kr/wd/270750
270562,AI Researcher / Engineer,퍼스트해빗,https://www.wanted.co.kr/wd/270562
188124,스마트팩토리 AI 솔루션 셋업 엔지니어링 및 개발 (신입),아하랩스,https://www.wanted.co.kr/wd/188124
267072,AI Application Engineer,업스테이지,https://www.wanted.co.kr/wd/267072
267362,시니어 AI 엔지니어,웨이커,https://www.wanted.co.kr/wd/267362
271986,로보틱스/AI 전략 및 실행 계획 수립,기아,https://www.wanted.co.kr/wd/271986
270095,"[AI R&D] Software Engineer (Frontend, Backend)",세이프에이아이,https://www.wanted.co.kr/wd/270095
270859,[IVI] Backend Developer - AI agent 개발/운영,현대오토에버,https://www.wanted.co.kr/wd/270859
269261,AI 기반 콘텐츠 플랫폼 TPM (Product Manager),머스트핀테크,https://www.wanted.co.kr/wd/269261
254617,AI연구소 AI기반연구팀 팀장 (7년 이상),아이스크림아트,https://www.wanted.co.kr/wd/254617
269980,AI 솔루션 영업 담당자,라이언로켓,https://www.wanted.co.kr/wd/269980
268129,생성형 AI 개발자,시어스랩(Seerslab),https://www.wanted.co.kr/wd/268129
267483,AI어플리케이션 개발,필라넷,https://www.wanted.co.kr/wd/267483
270389,온라인 광고 영업 담당자,인라이플,https://www.wanted.co.kr/wd/270389
178793,Head of Sales,베슬에이아이(VESSL AI),https://www.wanted.co.kr/wd/178793
258833,AI 사업계획서/제안서 작성 담당자,한국딥러닝,https://www.wanted.co.kr/wd/258833
61920,Account Executive (KR),베슬에이아이(VESSL AI),https://www.wanted.co.kr/wd/61920
265397,Jr. AI Business Development Manager (영업 지원),올거나이즈코리아(Allganize Korea),https://www.wanted.co.kr/wd/265397
209473,AI 개발자(3년 이상),네비웍스,https://www.wanted.co.kr/wd/209473
268729,AI DevOps 엔지니어(3년~),인포그랩,https://www.wanted.co.kr/wd/268729
268823,[의료R&D본부] 뇌영상연구팀 AI연구원,딥노이드(Deepnoid),https://www.wanted.co.kr/wd/268823
271656,[AI B2B SaaS] PO (Product Owner),코발틱스,https://www.wanted.co.kr/wd/271656
261537,AI 연구/개발 담당자,씨어스테크놀로지,https://www.wanted.co.kr/wd/261537
270983,[AI Lab 제품기획팀] Product Manager,모아데이타,https://www.wanted.co.kr/wd/270983
261847,AI Software Engineer,시나몬,https://www.wanted.co.kr/wd/261847
261357,[그루비 SaaS 솔루션] AI 엔지니어 (NLP),플래티어,https://www.wanted.co.kr/wd/261357
271415,[CHAI CRE.W] 온라인 제휴 마케터 (신입),차이커뮤니케이션,https://www.wanted.co.kr/wd/271415
266281,[ESTsoft] AI Growth Product Manager (경력),이스트소프트(ESTsoft),https://www.wanted.co.kr/wd/266281
265995,마케터,하이(Haii),https://www.wanted.co.kr/wd/265995
262161,AI Research Engineer (Document AI),업스테이지,https://www.wanted.co.kr/wd/262161
270339,AI 엔지니어 (CV 엔지니어),에이블제이,https://www.wanted.co.kr/wd/270339
263463,[이미지/비디오 생성형 AI] Research Engineer (전문연구요원),이너버즈,https://www.wanted.co.kr/wd/263463
226146,[AI연구팀]NLP 딥러닝 엔지니어,텔레픽스,https://www.wanted.co.kr/wd/226146
272635,[ATI]AI Software Engineer,앤서스랩코리아,https://www.wanted.co.kr/wd/272635
256104,AI Engineer (5~10년차),리얼드로우,https://www.wanted.co.kr/wd/256104
263436,[ESTsoft] AI 검색엔진 Product Owner,이스트소프트(ESTsoft),https://www.wanted.co.kr/wd/263436
264236,Android Application Engineer (AI Navigation),포티투닷(42dot),https://www.wanted.co.kr/wd/264236
261815,Account Executive (Sales),슈퍼브에이아이(Superb AI),https://www.wanted.co.kr/wd/261815
250480,AIDT 콘텐츠 엔지니어,엘리스,https://www.wanted.co.kr/wd/250480
263627,AI 프로젝트 기술PM,심플랫폼,https://www.wanted.co.kr/wd/263627
265221,[아이디어스/텀블벅/텐바이텐] 총무 담당 (Genaral Affairs) (계약직),백패커,https://www.wanted.co.kr/wd/265221
272134,AI Engineer (신입),블루닷,https://www.wanted.co.kr/wd/272134
266174,마케터,코드크레인(CodeCrain),https://www.wanted.co.kr/wd/266174
261640,AI-DATA 플랫폼 기술전략담당,오케스트로,https://www.wanted.co.kr/wd/261640
265658,생성형 AI Python Fullstack 개발자,콘센트릭스서비스코리아CATALYST,https://www.wanted.co.kr/wd/265658
258850,AI Edge 하드웨어 기반 소프트웨어 엔지니어,비씨엠테크,https://www.wanted.co.kr/wd/258850
266147,Staff Data Analyst (Pricing & Retail),쿠팡,https://www.wanted.co.kr/wd/266147
266176,시각/편집 디자이너,코드크레인(CodeCrain),https://www.wanted.co.kr/wd/266176
270566,LLM Project Manager (1~4Y),올거나이즈코리아(Allganize Korea),https://www.wanted.co.kr/wd/270566
255984,[AI플랫폼팀] Full-stack 개발자(Senior),크라우드웍스,https://www.wanted.co.kr/wd/255984
272966,AI Data 영업본부 기술 영업 지원 담당자,테스트웍스,https://www.wanted.co.kr/wd/272966
272976,AIoT앱/디바이스 기술지원 (신입~5년/중국어 가능자),아카라라이프,https://www.wanted.co.kr/wd/272976
266765,AIDT 운영 매니저,엘리스,https://www.wanted.co.kr/wd/266765
259098,AI Researcher & Engineer (2년 이상),나니아랩스,https://www.wanted.co.kr/wd/259098
271090,교육콘텐츠/AI프로덕트 기획자 (신입),위버스마인드,https://www.wanted.co.kr/wd/271090
253137,Gen AI 백엔드 개발자 (4년차 이상),아스타,https://www.wanted.co.kr/wd/253137
260593,Data&AI 분야 클라우드 기술영업 담당자(5년이하),메이븐클라우드서비스,https://www.wanted.co.kr/wd/260593
244545,AI/ML 엔지니어,와탭랩스(WhaTapLabs),https://www.wanted.co.kr/wd/244545
271509,"NIA 초거대 AI 구축 사업 기획, 수행 담당자",한국딥러닝,https://www.wanted.co.kr/wd/271509
269004,[CHAI CRE.W] 아트디렉터 (5년~11년),차이커뮤니케이션,https://www.wanted.co.kr/wd/269004
259709,[DATA&AI] Data Engineer(Platform),베이글코드(Bagelcode),https://www.wanted.co.kr/wd/259709
272724,[ESTsecurity] 알약 xLLM 제품 AI 엔지니어 (전문연구요원),이스트소프트(ESTsoft),https://www.wanted.co.kr/wd/272724
183049,Senior AI Research Engineer,타이드풀(TIDEPOOL),https://www.wanted.co.kr/wd/183049
264218,AI-Powered 어플리케이션 설계 도구 개발자,리얼라이즈소프트,https://www.wanted.co.kr/wd/264218
257947,"AI 콘텐츠 기획, 제작",클레온,https://www.wanted.co.kr/wd/257947
135822,AI 풀스택 엔지니어,트리플렛,https://www.wanted.co.kr/wd/135822
269246,AI Glass 상품 기획 총괄 리더,시어스랩(Seerslab),https://www.wanted.co.kr/wd/269246
271400,K-DigitalTraining 부트캠프 교육 팀장,하이테커,https://www.wanted.co.kr/wd/271400
265184,[병역특례] AI 관련 원천기술 연구 및 소프트웨어 개발자 (전문연구요원),심플랫폼,https://www.wanted.co.kr/wd/265184
271091,교육콘텐츠/AI프로덕트 기획자,위버스마인드,https://www.wanted.co.kr/wd/271091
265345,Embedded AI SW Engineer (C++),옵트에이아이,https://www.wanted.co.kr/wd/265345
207873,Backend Engineer (Senior),베슬에이아이(VESSL AI),https://www.wanted.co.kr/wd/207873
104029,스마트팩토리 AI 솔루션 셋업 엔지니어링 및 개발,아하랩스,https://www.wanted.co.kr/wd/104029
268394,[보안AI사업본부] 프론트엔드 개발자,딥노이드(Deepnoid),https://www.wanted.co.kr/wd/268394
236825,Senior Frontend Engineer,슈퍼브에이아이(Superb AI),https://www.wanted.co.kr/wd/236825
261147,백엔드 개발자 (Ruby on Rails),스테이폴리오,https://www.wanted.co.kr/wd/261147
268817,시니어 AI엔지니어,딥아이,https://www.wanted.co.kr/wd/268817
267904,AI/DX 교육운영 담당자,언더독스,https://www.wanted.co.kr/wd/267904
269263,AI 기반 콘텐츠 플랫폼 BPM (Business Product Manager),머스트핀테크,https://www.wanted.co.kr/wd/269263
269262,AI 기반 콘텐츠 플랫폼 BPO (Product Owner),머스트핀테크,https://www.wanted.co.kr/wd/269262
269260,AI 기반 콘텐츠 플랫폼 TPO (Product Owner),머스트핀테크,https://www.wanted.co.kr/wd/269260
267808,[CHAI CRE.W] 오프라인 프로모션 담당자 (4년~6년),차이커뮤니케이션,https://www.wanted.co.kr/wd/267808
263474,풀스택 개발자,엘오엘,https://www.wanted.co.kr/wd/263474
239073,AI Researcher,아하랩스,https://www.wanted.co.kr/wd/239073
259951,"AI 엔지니어 (89년 이후 출생, TIPS)",베베리아,https://www.wanted.co.kr/wd/259951
267806,[CHAI CRE.W] 소셜 미디어 기획자 (4년 이상),차이커뮤니케이션,https://www.wanted.co.kr/wd/267806
253321,[AI] 그로스 마케터,카티어스,https://www.wanted.co.kr/wd/253321
269047,"[CHAI CRE.W] 퍼포먼스 마케터(DA/APP, 4년 이상)",차이커뮤니케이션,https://www.wanted.co.kr/wd/269047
264276,AI-Powered 어플리케이션 설계 도구 시니어 개발자,리얼라이즈소프트,https://www.wanted.co.kr/wd/264276
269467,Thailand Marketing & Ecommerce Sales Manager,달바글로벌,https://www.wanted.co.kr/wd/269467
252960,AI Model Optimization Engineer (CPU/GPU/NPU),인터엑스,https://www.wanted.co.kr/wd/252960
253469,Document AI Researcher,애자일소다,https://www.wanted.co.kr/wd/253469
255983,[AI플랫폼팀] Full-stack 개발자(Junior),크라우드웍스,https://www.wanted.co.kr/wd/255983
222569,[광고사업부] AI 크리에이티브 디자이너,매드업,https://www.wanted.co.kr/wd/222569
268620,[프로그래머스] AI 개발자(감독솔루션팀),그렙(프로그래머스),https://www.wanted.co.kr/wd/268620
272136,Platform Engineer - AI플랫폼 구축/운영,기아,https://www.wanted.co.kr/wd/272136
230871,AI 개발자,일만백만,https://www.wanted.co.kr/wd/230871
219652,AI 최적화 Researcher,에너자이(ENERZAi),https://www.wanted.co.kr/wd/219652
269670,"ML engineer/ AI researcher (전문연구요원 - 보충역, 전직자)",알세미,https://www.wanted.co.kr/wd/269670
272612,Retail Development Manager,지에프에프지(GFFG),https://www.wanted.co.kr/wd/272612
272520,AI 아티스트 (3년이상),스튜디오프리윌루전,https://www.wanted.co.kr/wd/272520
260755,Sotware Engineer -AI/ML,블루개러지(Blue Garage),https://www.wanted.co.kr/wd/260755
255298,＜PJ_Youkai＞ UI Designer,보이저,https://www.wanted.co.kr/wd/255298
240726,[F&B with AI] 풀스택 개발자,블리츠다이나믹스,https://www.wanted.co.kr/wd/240726
267103,"[CHAI CRE.W] 소셜 미디어 기획자 (팀장급, 10년~12년)",차이커뮤니케이션,https://www.wanted.co.kr/wd/267103
268543,[AI 헬스케어] 바이오 R&D 책임 연구원,바이오컴,https://www.wanted.co.kr/wd/268543
260425,(전문연가능)Clinical research scientist-Fundus AI,뷰노,https://www.wanted.co.kr/wd/260425
236095,[AI연구소] AI연구원 - Computer Vision AI,딥노이드(Deepnoid),https://www.wanted.co.kr/wd/236095
271190,AI 엔지니어 시니어,한국딥러닝,https://www.wanted.co.kr/wd/271190
261991,AI연구소 시니어 연구원,룰루랩(lululab),https://www.wanted.co.kr/wd/261991
264931,Sr. Researcher (LLM),에이아이트릭스(AITRICS),https://www.wanted.co.kr/wd/264931
261477,"AI Researcher (언어모델, 비전-언어모델, RAG, AI Agent)",인터엑스,https://www.wanted.co.kr/wd/261477
261846,AI Research Engineer (LLM Application),시나몬,https://www.wanted.co.kr/wd/261846
267559,"Digital Twin, AI 사업 프로젝트 PM",시어스랩(Seerslab),https://www.wanted.co.kr/wd/267559
245214,AI/ML Research Engineer (3년이상),제이앤피메디(JNPMEDI),https://www.wanted.co.kr/wd/245214
241300,Senior AI Engineer,누비랩,https://www.wanted.co.kr/wd/241300
253557,Medical Imaging AI Research Engineer,휴톰,https://www.wanted.co.kr/wd/253557
185538,Runtime 소프트웨어 엔지니어 (전문연구요원 가능),에너자이(ENERZAi),https://www.wanted.co.kr/wd/185538
266327,[3-5년] AI관련 백엔드개발자,텍스트웨이,https://www.wanted.co.kr/wd/266327
270375,인공지능(AI) 기업교육 기획 및 운영 담당자,알고리즘랩스,https://www.wanted.co.kr/wd/270375
269179,NPL 채권관리 AI플랫폼 오퍼레이터,채권도시,https://www.wanted.co.kr/wd/269179
238965,AI 시스템 하드웨어 엔지니어,모본,https://www.wanted.co.kr/wd/238965
264673,AI 학습데이터 설계/구축 PM,스피링크,https://www.wanted.co.kr/wd/264673
270283,[웹앱개발] 이미지 생성형 AI 서비스 플랫폼 개발자,세아아이씨티,https://www.wanted.co.kr/wd/270283
222017,AI Researcher,셀렉트스타,https://www.wanted.co.kr/wd/222017
245712,AI Engineer - 전문연구요원 가능,이마고웍스,https://www.wanted.co.kr/wd/245712
248560,[AI반도체] NPU Field Application Engineer,모빌린트,https://www.wanted.co.kr/wd/248560
191681,Test Engineer,에니아이(Aniai),https://www.wanted.co.kr/wd/191681
261836,AI Consultant,슈퍼브에이아이(Superb AI),https://www.wanted.co.kr/wd/261836
254450,Sr. Machine Learning Software Engineer (MG AI),하이퍼커넥트,https://www.wanted.co.kr/wd/254450
271440,AI 스마트팜 시니어 백엔드 개발자,크로프트,https://www.wanted.co.kr/wd/271440
267077,Product Solution Architect,업스테이지,https://www.wanted.co.kr/wd/267077
233519,"인공지능, 알고리즘 엔지니어",럭스로보(LUXROBO),https://www.wanted.co.kr/wd/233519
261274,AI 엔지니어(AI engineer),인딥에이아이,https://www.wanted.co.kr/wd/261274
136783,AI Research Engineer(Human motion generation),시나몬,https://www.wanted.co.kr/wd/136783
263455,[AI반도체] Linux System Engineer,모빌린트,https://www.wanted.co.kr/wd/263455
270529,[스마트자동화시스템사업부] 설비유지보수(Maintenance),유진로봇,https://www.wanted.co.kr/wd/270529
257808,[개발운영] 주니어 AI 개발자 (병역특례 전문연구요원),누리미디어(DBpia),https://www.wanted.co.kr/wd/257808
272982,AI 기반 업무 자동화 엔지니어(전문연구요원가능),큐픽스,https://www.wanted.co.kr/wd/272982
268529,AI 솔루션 아키텍트 (AI Solution Architect),휴머스온,https://www.wanted.co.kr/wd/268529
265623,[クリエーションライン株式会社] AI/LLM エンジニア_근무지 일본,원티드_일본 현지 채용,https://www.wanted.co.kr/wd/265623
268545,[AI 헬스케어] 바이오 R&D 연구원,바이오컴,https://www.wanted.co.kr/wd/268545
253322,AI/ML 엔지니어(2년~5년),데이터노우즈,https://www.wanted.co.kr/wd/253322
257755,AI/스마트팩토리 프로젝트 매니저(PM),아하랩스,https://www.wanted.co.kr/wd/257755
267498,AI Product Planning Manager,모레,https://www.wanted.co.kr/wd/267498
134824,AI Model Production (Document AI),업스테이지,https://www.wanted.co.kr/wd/134824
261624,AI 비즈니스 전략기획 매니저,한국딥러닝,https://www.wanted.co.kr/wd/261624
260061,AI 솔루션 영업,애자일소다,https://www.wanted.co.kr/wd/260061
215978,AI Engineer (전문연 지원 가능),마인즈앤컴퍼니,https://www.wanted.co.kr/wd/215978
257605,[Tech] AI실 추천프로덕트팀 데이터엔지니어,우아한형제들(배달의민족),https://www.wanted.co.kr/wd/257605
263453,[AI반도체] Product Test Engineer,모빌린트,https://www.wanted.co.kr/wd/263453
268684,C# 개발자,인라이플,https://www.wanted.co.kr/wd/268684
256426,AI Designer,블루밍그레이스,https://www.wanted.co.kr/wd/256426
255220,AI 아티스트 기획 & 전략,블루개러지(Blue Garage),https://www.wanted.co.kr/wd/255220
264205,AI-Powered 어플리케이션 설계 도구 개발 리더,리얼라이즈소프트,https://www.wanted.co.kr/wd/264205
270516,마곡/파견 AI Data Manager(PM),셀렉트스타,https://www.wanted.co.kr/wd/270516
57391,AI Data Manager,셀렉트스타,https://www.wanted.co.kr/wd/57391
260005,AI 개발자 (리더급),딥인사이트,https://www.wanted.co.kr/wd/260005
268526,AI 도입 매니저 (AI Implementation Manager),휴머스온,https://www.wanted.co.kr/wd/268526
261551,AI Engineer(3년 이상),포디(FODI),https://www.wanted.co.kr/wd/261551
267104,[CHAI CRE.W] 브랜드 콘텐츠 기획자 (4년 이상),차이커뮤니케이션,https://www.wanted.co.kr/wd/267104
263454,[AI반도체] Windows Driver Engineer,모빌린트,https://www.wanted.co.kr/wd/263454
252509,AI 교육 플랫폼 - 웹 프론트엔드 개발자  (재택근무 가능),캐치잇플레이(Catch it english),https://www.wanted.co.kr/wd/252509
265761,[AI Lab 제품기획팀] QA 엔지니어,모아데이타,https://www.wanted.co.kr/wd/265761
272593,react naitve 개발자 4~10년,타운즈,https://www.wanted.co.kr/wd/272593
258332,AI Back-End Engineer,타이드풀(TIDEPOOL),https://www.wanted.co.kr/wd/258332
255616,광고 및 영화(ScreenX 아이돌 다큐멘터리) 편집자,에임 스튜디오(aim studio),https://www.wanted.co.kr/wd/255616
248021,병역특례 전문연구요원(AI연구원),모빅랩,https://www.wanted.co.kr/wd/248021
271792,[as if CAILE] 제품생산팀 (생산 및 관리),스테이스마일,https://www.wanted.co.kr/wd/271792
247998,[개발운영] 시니어 AI 개발자,누리미디어(DBpia),https://www.wanted.co.kr/wd/247998
258769,[서울근무] AI/Big Data 서비스 해외(국내) PR 담당자,뉴엔에이아이,https://www.wanted.co.kr/wd/258769
248985,AI 엔지니어,원라인에이아이,https://www.wanted.co.kr/wd/248985
258837,서비스 기획 PM,인라이플,https://www.wanted.co.kr/wd/258837
243804,AI 개발자,르호사,https://www.wanted.co.kr/wd/243804
252584,빅데이터 엔진 개발,에스티씨랩(STCLab),https://www.wanted.co.kr/wd/252584
233407,AI SDK Software Engineer (C/C++),가우디오랩,https://www.wanted.co.kr/wd/233407
